id,anno,gender,geographical_area,age,edu_qualification,employment_status,age_class,FA1,FA2,FA3,FA,FK1,FK2,FK3,FK4,FK5,FK6,FK7,FK,FB1,FB2,FB3,FB4,FB5,FB6,FB7,FB8,FB,FL,age_score,age_label
1423,2023,M,North-west,34.0,5.0,Employed,30-39,3,4,3,3.33,1,1,1,1,1,1,1,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.33,1,Giovani
1424,2023,F,North-west,48.0,4.0,Employed,40-49,3,4,4,3.67,1,1,1,0,0,1,0,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,13.67,2,Adulti
1425,2023,M,North-west,49.0,3.0,Employed,40-49,4,4,3,3.67,1,1,1,1,0,1,0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,12.67,2,Adulti
1426,2023,F,North-west,28.0,5.0,Employed,18-29,3,2,2,2.33,0,1,1,0,1,0,1,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,10.33,1,Giovani
1427,2023,M,North-west,49.0,4.0,Self-employed,40-49,5,4,3,4.0,1,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,2,Adulti
1428,2023,F,North-west,53.0,5.0,Employed,50-59,2,5,5,4.0,1,1,0,0,0,0,0,2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,12.0,2,Adulti
1429,2023,F,North-west,19.0,7.0,Student,18-29,5,-99,-99,3.67,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.67,1,Giovani
1430,2023,F,South,43.0,5.0,Employed,40-49,5,3,5,4.33,0,1,0,0,1,1,1,4,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,7.0,15.33,2,Adulti
1431,2023,F,North-west,77.0,5.0,Retired,70+,3,3,3,3.0,0,1,0,0,0,1,1,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,11.0,3,Anziani
1432,2023,M,North-west,70.0,6.0,Retired,70+,4,2,2,2.67,0,1,0,0,1,0,0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,10.67,3,Anziani
1433,2023,F,North-west,64.0,7.0,Homemaker,60-69,5,4,5,4.67,0,1,0,0,0,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,8.67,3,Anziani
1434,2023,M,North-west,23.0,5.0,Student,18-29,2,2,2,2.0,0,1,1,0,0,1,0,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,1,Giovani
1435,2023,M,North-west,64.0,5.0,Employed,60-69,5,3,4,4.0,1,1,1,0,1,1,1,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,3,Anziani
1436,2023,M,South,71.0,5.0,Retired,70+,3,3,5,3.67,0,1,0,0,1,1,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,8.67,3,Anziani
1437,2023,M,South,20.0,4.0,Student,18-29,-97,-97,-97,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1,Giovani
1438,2023,F,North-west,65.0,6.0,Retired,60-69,3,3,4,3.33,1,1,0,0,0,0,1,3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,11.33,3,Anziani
1439,2023,M,North-west,32.0,5.0,Employed,30-39,2,2,4,2.67,1,0,1,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,10.67,1,Giovani
1440,2023,F,Islands,25.0,3.0,Student,18-29,2,2,2,2.0,1,1,1,0,0,1,0,4,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,11.0,1,Giovani
1441,2023,F,North-west,30.0,5.0,Employed,30-39,3,3,3,3.0,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,16.0,1,Giovani
1442,2023,F,North-west,33.0,2.0,Employed,30-39,3,4,3,3.33,0,0,1,1,1,0,1,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,11.33,1,Giovani
1443,2023,F,South,61.0,5.0,Homemaker,60-69,3,5,3,3.67,0,1,1,0,1,1,1,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,15.67,3,Anziani
1444,2023,F,North-west,50.0,5.0,Homemaker,50-59,3,-97,5,3.67,1,1,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,13.67,2,Adulti
1445,2023,M,North-east,36.0,5.0,Employed,30-39,3,3,2,2.67,1,1,0,0,1,1,0,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,11.67,2,Adulti
1446,2023,F,North-west,75.0,7.0,Retired,70+,2,2,2,2.0,1,1,0,0,1,1,0,4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,11.0,3,Anziani
1447,2023,F,North-west,35.0,2.0,Employed,30-39,4,3,3,3.33,1,0,0,0,0,1,0,2,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,12.33,1,Giovani
1448,2023,M,North-west,-99.0,6.0,Employed,Unknown,3,2,4,3.0,0,1,1,1,1,1,0,5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,12.0,1,Giovani
1449,2023,F,North-west,70.0,7.0,Retired,70+,2,4,1,2.33,1,1,1,0,1,1,0,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,14.33,3,Anziani
1450,2023,M,North-west,68.0,7.0,Homemaker,60-69,4,5,3,4.0,1,1,0,0,1,0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,10.0,3,Anziani
1451,2023,M,North-west,21.0,5.0,Student,18-29,-99,3,3,3.0,1,1,1,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1,Giovani
1452,2023,M,Centre,54.0,1.0,Self-employed,50-59,5,5,2,4.0,1,1,0,0,0,1,1,4,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,8.0,16.0,2,Adulti
1453,2023,F,Centre,27.0,4.0,Unemployed,18-29,1,-97,-97,2.33,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,6.33,1,Giovani
1454,2023,F,North-west,34.0,2.0,Self-employed,30-39,3,4,4,3.67,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,16.67,1,Giovani
1455,2023,F,North-east,43.0,4.0,Employed,40-49,2,3,3,2.67,0,1,1,1,1,0,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.67,2,Adulti
1456,2023,F,South,36.0,5.0,Employed,30-39,3,3,3,3.0,1,1,1,0,0,1,1,5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,13.0,2,Adulti
1457,2023,M,North-east,73.0,5.0,Retired,70+,3,2,3,2.67,1,1,1,1,1,1,1,7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,15.67,3,Anziani
1458,2023,M,North-west,62.0,3.0,Retired,60-69,4,4,4,4.0,1,1,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,15.0,3,Anziani
1459,2023,F,Centre,59.0,5.0,Employed,50-59,4,3,2,3.0,1,1,1,0,0,1,1,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,15.0,2,Adulti
1460,2023,F,North-west,69.0,6.0,Retired,60-69,2,2,2,2.0,1,1,1,1,0,0,0,4,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,8.0,14.0,3,Anziani
1461,2023,F,North-west,67.0,5.0,Employed,60-69,3,3,3,3.0,0,1,1,1,1,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,3,Anziani
1462,2023,M,North-west,63.0,5.0,Retired,60-69,2,3,3,2.67,0,1,0,0,1,1,1,4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,10.67,3,Anziani
1463,2023,F,North-west,32.0,5.0,Employed,30-39,3,3,3,3.0,1,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1,Giovani
1464,2023,M,North-west,60.0,5.0,Employed,60-69,3,3,3,3.0,0,1,1,0,0,0,1,3,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,11.0,3,Anziani
1465,2023,F,North-west,76.0,7.0,Retired,70+,3,5,5,4.33,1,1,0,0,1,1,0,4,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,13.33,3,Anziani
1466,2023,F,North-west,30.0,5.0,Employed,30-39,3,3,3,3.0,1,1,1,0,1,1,0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,14.0,1,Giovani
1467,2023,M,North-west,63.0,7.0,Refused,60-69,4,3,3,3.33,1,1,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,13.33,3,Anziani
1468,2023,M,North-west,65.0,7.0,Retired,60-69,5,5,4,4.67,0,0,0,0,1,1,1,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,13.67,3,Anziani
1469,2023,F,Centre,71.0,4.0,Retired,70+,4,3,3,3.33,0,1,1,1,1,1,0,5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,13.33,3,Anziani
1470,2023,M,North-west,68.0,6.0,Retired,60-69,5,2,5,4.0,0,1,0,0,0,1,0,2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,11.0,3,Anziani
1471,2023,M,Centre,59.0,6.0,Employed,50-59,3,3,3,3.0,1,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,2,Adulti
1472,2023,F,North-east,34.0,4.0,Employed,30-39,2,3,3,2.67,1,1,1,1,0,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,17.67,1,Giovani
1473,2023,M,North-west,43.0,5.0,Employed,40-49,3,4,4,3.67,1,1,1,0,0,0,0,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,10.67,2,Adulti
1474,2023,M,North-west,51.0,7.0,Employed,50-59,5,4,3,4.0,0,1,1,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,14.0,2,Adulti
1475,2023,F,North-east,49.0,5.0,Employed,40-49,5,3,4,4.0,1,1,1,0,0,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,16.0,2,Adulti
1476,2023,M,North-west,39.0,2.0,Employed,30-39,2,3,3,2.67,1,1,1,1,1,1,1,7,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,15.67,2,Adulti
1477,2023,F,North-west,33.0,5.0,Employed,30-39,3,4,3,3.33,0,1,1,1,0,1,1,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.33,1,Giovani
1478,2023,M,North-west,67.0,5.0,Retired,60-69,4,3,3,3.33,0,1,0,0,0,0,0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,9.33,3,Anziani
1479,2023,M,North-west,52.0,5.0,Employed,50-59,4,3,2,3.0,1,1,0,0,0,0,0,2,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,7.0,12.0,2,Adulti
1480,2023,F,North-west,35.0,6.0,Employed,30-39,2,3,3,2.67,1,1,1,0,1,1,1,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,12.67,1,Giovani
1481,2023,F,Centre,33.0,7.0,Employed,30-39,3,3,3,3.0,0,1,1,0,1,1,1,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,11.0,1,Giovani
1482,2023,F,North-west,65.0,5.0,Homemaker,60-69,3,3,2,2.67,1,1,1,0,0,0,1,4,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,11.67,3,Anziani
1483,2023,F,North-west,32.0,5.0,Homemaker,30-39,5,5,5,5.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,10.0,1,Giovani
1484,2023,F,North-west,72.0,5.0,Retired,70+,4,3,4,3.67,0,1,1,1,0,1,1,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,12.67,3,Anziani
1485,2023,M,North-west,77.0,7.0,Retired,70+,3,4,4,3.67,1,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,8.67,3,Anziani
1486,2023,F,North-west,38.0,3.0,Self-employed,30-39,3,4,4,3.67,1,1,0,0,0,1,0,3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,12.67,2,Adulti
1487,2023,M,South,65.0,5.0,Retired,60-69,3,3,4,3.33,1,1,1,0,1,1,0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,14.33,3,Anziani
1488,2023,M,North-west,44.0,1.0,Self-employed,40-49,4,4,3,3.67,1,1,1,1,1,1,1,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,17.67,2,Adulti
1489,2023,F,North-west,72.0,3.0,Retired,70+,3,4,3,3.33,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,8.33,3,Anziani
1490,2023,M,North-west,53.0,5.0,Employed,50-59,3,-99,3,3.0,0,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,8.0,16.0,2,Adulti
1491,2023,M,North-west,78.0,5.0,Retired,70+,3,3,3,3.0,1,1,1,1,0,1,0,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,13.0,3,Anziani
1492,2023,F,North-west,25.0,5.0,Employed,18-29,4,2,4,3.33,1,1,0,0,1,1,0,4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,12.33,1,Giovani
1493,2023,F,North-west,43.0,2.0,Employed,40-49,2,2,4,2.67,0,1,1,1,1,1,1,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.67,2,Adulti
1494,2023,M,North-west,-99.0,3.0,Employed,Unknown,3,3,-97,3.0,0,1,0,0,1,0,0,2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,10.0,1,Giovani
1495,2023,M,North-west,78.0,5.0,Retired,70+,3,3,2,2.67,1,1,0,0,1,0,0,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,8.67,3,Anziani
1496,2023,F,North-west,73.0,8.0,Retired,70+,1,5,5,3.67,1,1,0,0,1,1,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.67,3,Anziani
1497,2023,F,North-west,44.0,2.0,Employed,40-49,4,5,3,4.0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,11.0,2,Adulti
1498,2023,M,North-west,30.0,5.0,Employed,30-39,3,3,4,3.33,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,16.33,1,Giovani
1499,2023,M,North-west,29.0,3.0,Employed,18-29,5,5,4,4.67,0,1,1,0,0,0,0,2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,10.67,1,Giovani
1500,2023,M,South,-99.0,5.0,Employed,Unknown,3,2,3,2.67,1,1,1,1,1,0,1,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.67,1,Giovani
1501,2023,F,South,78.0,5.0,Retired,70+,3,3,3,3.0,1,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,3,Anziani
1502,2023,F,North-west,59.0,4.0,Homemaker,50-59,3,4,4,3.67,1,1,0,0,1,1,1,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,13.67,2,Adulti
1503,2023,M,North-west,71.0,5.0,Student,70+,3,2,3,2.67,0,1,1,0,1,0,1,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,10.67,3,Anziani
1504,2023,F,North-west,68.0,6.0,Retired,60-69,3,3,3,3.0,0,1,1,0,1,1,1,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,3,Anziani
1505,2023,M,North-west,68.0,5.0,Retired,60-69,2,3,3,2.67,0,1,0,0,1,0,0,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,10.67,3,Anziani
1506,2023,M,North-west,61.0,5.0,Self-employed,60-69,1,4,4,3.0,1,1,0,0,1,1,1,5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,17.0,3,Anziani
1507,2023,M,Centre,68.0,6.0,Retired,60-69,2,2,3,2.33,0,1,1,0,1,0,1,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,11.33,3,Anziani
1508,2023,M,North-west,53.0,5.0,Employed,50-59,4,3,3,3.33,1,1,1,1,1,1,1,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,18.33,2,Adulti
1509,2023,M,Centre,55.0,5.0,Employed,50-59,4,3,4,3.67,0,1,1,1,0,1,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.67,2,Adulti
1510,2023,M,South,61.0,5.0,Self-employed,60-69,3,3,4,3.33,1,1,1,0,1,1,1,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,13.33,3,Anziani
1511,2023,F,North-west,73.0,2.0,Retired,70+,1,1,1,1.0,0,1,1,1,1,1,0,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,10.0,3,Anziani
1512,2023,F,North-west,76.0,7.0,Retired,70+,3,3,2,2.67,1,1,0,0,1,1,1,5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,13.67,3,Anziani
1513,2023,F,North-west,-99.0,4.0,Employed,Unknown,3,2,2,2.33,0,1,1,1,0,1,1,5,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,13.33,1,Giovani
1514,2023,F,North-west,66.0,5.0,Homemaker,60-69,3,3,4,3.33,1,1,1,1,0,0,1,5,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,6.0,14.33,3,Anziani
1515,2023,F,North-west,60.0,5.0,Retired,60-69,3,3,4,3.33,0,1,1,1,1,1,1,6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,15.33,3,Anziani
1516,2023,F,North-west,45.0,3.0,Employed,40-49,3,4,4,3.67,0,1,0,0,1,1,1,4,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,12.67,2,Adulti
1517,2023,F,North-west,63.0,7.0,Homemaker,60-69,5,2,2,3.0,0,1,1,0,1,0,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3,Anziani
1518,2023,F,Centre,56.0,5.0,Employed,50-59,4,4,4,4.0,1,1,1,0,1,1,0,5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,14.0,2,Adulti
1519,2023,M,South,69.0,9.0,Retired,60-69,5,3,3,3.67,1,1,0,0,0,1,1,4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,11.67,3,Anziani
1520,2023,M,North-west,45.0,3.0,Employed,40-49,5,5,4,4.67,0,1,1,0,1,1,1,5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,14.67,2,Adulti
1521,2023,M,North-west,45.0,5.0,Employed,40-49,2,3,3,2.67,1,1,1,1,1,1,1,7,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,15.67,2,Adulti
1522,2023,F,Islands,30.0,3.0,Homemaker,30-39,2,3,4,3.0,0,1,1,1,1,0,1,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,13.0,1,Giovani
1523,2023,F,South,75.0,5.0,Homemaker,70+,3,3,3,3.0,1,1,1,1,1,1,0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,3,Anziani
1524,2023,F,Islands,66.0,5.0,Employed,60-69,2,2,2,2.0,1,1,1,1,1,0,1,6,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,6.0,14.0,3,Anziani
1525,2023,F,North-west,39.0,3.0,Employed,30-39,4,2,3,3.0,0,0,0,0,1,1,0,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,9.0,2,Adulti
1526,2023,M,South,72.0,2.0,Retired,70+,3,3,3,3.0,1,1,1,0,1,1,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,3,Anziani
1527,2023,F,North-west,65.0,5.0,Employed,60-69,5,2,3,3.33,0,1,0,0,1,1,0,3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,12.33,3,Anziani
1528,2023,M,North-west,18.0,5.0,Student,18-29,2,2,3,2.33,0,1,1,1,1,0,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,8.33,1,Giovani
1529,2023,F,North-west,38.0,2.0,Employed,30-39,2,4,2,2.67,0,1,1,0,1,1,0,4,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,8.0,14.67,2,Adulti
1530,2023,F,Islands,19.0,5.0,Student,18-29,2,4,2,2.67,1,1,0,0,1,1,0,4,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,11.67,1,Giovani
1531,2023,F,North-east,76.0,7.0,Retired,70+,5,5,5,5.0,1,1,1,0,0,0,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,3,Anziani
1532,2023,F,Centre,48.0,5.0,Employed,40-49,4,4,4,4.0,1,1,1,1,1,1,1,7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,15.0,2,Adulti
1533,2023,F,North-west,60.0,5.0,Homemaker,60-69,3,3,3,3.0,1,1,1,0,1,1,0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,12.0,3,Anziani
1534,2023,M,North-east,36.0,5.0,Employed,30-39,4,4,4,4.0,1,1,1,0,1,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,17.0,2,Adulti
1535,2023,F,North-west,19.0,4.0,Student,18-29,3,-99,-99,3.0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1,Giovani
1536,2023,M,North-west,78.0,8.0,Retired,70+,3,4,3,3.33,1,0,0,0,0,0,1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.33,3,Anziani
1537,2023,F,Centre,28.0,5.0,Employed,18-29,3,4,4,3.67,1,1,1,0,1,1,0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,14.67,1,Giovani
1538,2023,M,Centre,19.0,5.0,Student,18-29,-98,-98,-98,3.0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1,Giovani
1539,2023,M,North-west,72.0,4.0,Retired,70+,4,3,3,3.33,0,1,0,0,0,1,0,2,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,8.0,13.33,3,Anziani
1540,2023,M,North-west,50.0,2.0,Employed,50-59,2,4,2,2.67,0,1,0,0,1,1,0,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,10.67,2,Adulti
1541,2023,M,North-west,55.0,2.0,Self-employed,50-59,3,4,4,3.67,1,1,1,0,0,0,1,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,13.67,2,Adulti
1542,2023,M,North-west,-99.0,5.0,Employed,Unknown,3,2,2,2.33,1,1,0,0,0,1,1,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,10.33,1,Giovani
1543,2023,F,North-west,73.0,5.0,Retired,70+,3,3,3,3.0,1,1,0,0,1,1,1,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,11.0,3,Anziani
1544,2023,M,North-west,32.0,5.0,Employed,30-39,3,5,5,4.33,1,1,0,0,1,1,1,5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,15.33,1,Giovani
1545,2023,F,North-west,23.0,7.0,Student,18-29,-98,-98,-98,3.0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1,Giovani
1546,2023,M,North-west,32.0,3.0,Employed,30-39,1,3,3,2.33,1,1,1,0,1,1,0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,8.0,15.33,1,Giovani
1547,2023,F,North-west,70.0,7.0,Retired,70+,3,4,2,3.0,1,0,0,0,0,1,0,2,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,10.0,3,Anziani
1548,2023,F,North-west,55.0,5.0,Employed,50-59,2,4,2,2.67,0,0,0,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.67,2,Adulti
1549,2023,F,North-east,33.0,4.0,Employed,30-39,4,4,3,3.67,1,1,1,1,1,1,0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,13.67,1,Giovani
1550,2023,F,North-west,35.0,5.0,Self-employed,30-39,3,4,3,3.33,0,1,0,0,0,1,1,3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,12.33,1,Giovani
1551,2023,F,North-west,54.0,7.0,Homemaker,50-59,4,2,5,3.67,0,1,1,0,1,0,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,9.67,2,Adulti
1552,2023,M,North-west,67.0,5.0,Retired,60-69,4,3,3,3.33,1,1,1,0,0,1,0,4,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,12.33,3,Anziani
1553,2023,M,North-west,61.0,4.0,Employed,60-69,4,4,4,4.0,1,1,1,1,0,1,0,5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,13.0,3,Anziani
1554,2023,F,North-west,52.0,2.0,Self-employed,50-59,2,3,3,2.67,0,1,1,0,1,1,0,4,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,11.67,2,Adulti
1555,2023,M,Islands,28.0,2.0,Self-employed,18-29,2,4,4,3.33,0,1,1,0,1,1,0,4,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,13.33,1,Giovani
1556,2023,M,North-west,60.0,2.0,Employed,60-69,3,3,4,3.33,1,1,1,0,1,1,0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.33,3,Anziani
1557,2023,F,Centre,27.0,3.0,Employed,18-29,3,4,4,3.67,1,1,0,0,1,0,1,4,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,13.67,1,Giovani
1558,2023,M,North-east,-99.0,5.0,Employed,Unknown,2,3,3,2.67,1,1,1,1,1,1,0,6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,13.67,1,Giovani
1559,2023,M,North-west,35.0,2.0,Employed,30-39,3,3,4,3.33,0,1,0,0,1,1,0,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,10.33,1,Giovani
