id;gender;geographical_area;edu_qualification;employment_status;age_score;age_label;FA1;FA2;FA3;FA;FK1;FK2;FK3;FK4;FK5;FK6;FK7;FK;FB1;FB2;FB3;FB4;FB5;FB6;FB7;FB8;FB
1319;M;North-west;60;Employed;1;Giovani;2;2;3;2,33;1;1;1;1;1;1;1;7;1;1;1;1;1;0;0;1;6
1320;M;North-west;90;Retired;3;Anziani;2;3;3;2,67;1;1;1;0;1;1;1;6;0;1;0;1;0;0;0;1;3
1321;M;North-west;50;Retired;3;Anziani;3;3;3;3;0;1;1;0;1;1;0;4;1;1;0;0;0;0;0;1;3
1322;F;North-west;50;Employed;2;Adulti;2;3;4;3;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
1323;F;North-west;50;Student;1;Giovani;2;4;2;2,67;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1
1324;M;North-west;60;Retired;3;Anziani;3;4;3;3,33;1;1;1;0;1;0;1;5;1;1;1;1;1;1;0;1;7
1325;M;North-west;50;Employed;2;Adulti;5;5;4;4,67;1;1;1;1;1;1;1;7;1;1;0;1;1;1;0;1;6
1326;M;South;50;Employed;2;Adulti;4;3;3;3,33;1;1;1;1;1;1;0;6;1;1;1;1;1;0;2;1;8
1327;F;South;50;Homemaker;2;Adulti;3;3;3;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
1328;M;South;60;Retired;3;Anziani;4;3;4;3,67;0;1;1;0;0;0;0;2;1;1;1;1;1;0;1;1;7
1329;M;Centre;50;Student;1;Giovani;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1330;M;North-west;30;Self-employed;1;Giovani;3;4;3;3,33;1;1;1;0;0;1;1;5;1;1;0;0;1;0;0;1;4
1331;M;North-west;50;Employed;3;Anziani;4;3;3;3,33;1;0;0;0;0;1;0;2;1;1;1;1;1;0;0;1;6
1332;F;North-west;50;Homemaker;3;Anziani;4;4;3;3,67;1;0;0;0;1;1;0;3;1;1;1;1;1;0;0;1;6
1333;M;Islands;50;Retired;2;Adulti;2;2;2;2;1;1;1;1;0;0;1;5;0;1;0;1;1;1;0;1;5
1334;F;North-west;90;Retired;3;Anziani;3;3;5;3,67;1;1;0;0;1;1;0;4;0;1;1;1;1;0;0;1;5
1335;M;Centre;50;Employed;2;Adulti;3;3;4;3,33;1;1;1;0;1;1;0;5;0;1;1;1;0;0;0;1;4
1336;M;North-west;50;Employed;1;Giovani;5;5;5;5;1;1;1;0;0;1;1;5;1;1;0;1;1;1;0;1;6
1337;M;North-west;30;Employed;1;Giovani;3;4;3;3,33;0;1;0;0;1;1;0;3;1;1;0;1;1;1;2;1;8
1338;M;North-west;50;Retired;3;Anziani;3;2;3;2,67;1;1;1;1;1;1;1;7;1;1;0;1;0;0;0;1;4
1339;M;South;50;Self-employed;2;Adulti;4;4;4;4;1;1;0;0;1;1;1;5;1;0;1;1;1;0;1;1;6
1340;F;North-west;70;Homemaker;3;Anziani;5;5;4;4,67;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;1;6
1341;M;North-west;20;Retired;3;Anziani;2;3;3;2,67;1;1;1;0;1;1;1;6;1;1;0;1;0;0;0;1;4
1342;M;North-west;50;Retired;3;Anziani;3;4;3;3,33;0;0;1;1;1;1;0;4;1;1;1;1;1;0;0;1;6
1343;M;North-west;20;Employed;1;Giovani;3;5;5;4,33;1;1;1;0;1;1;1;6;1;1;1;1;1;1;2;1;9
1344;F;North-east;50;Employed;1;Giovani;3;3;3;3;0;1;1;0;1;1;1;5;1;1;0;0;0;0;0;1;3
1345;F;Islands;30;Employed;1;Giovani;3;2;3;2,67;1;1;1;0;1;1;1;6;1;0;0;1;1;1;0;1;5
1346;F;North-west;50;Employed;1;Giovani;2;4;4;3,33;1;1;0;0;1;1;0;4;1;1;0;1;0;0;0;1;4
1347;F;North-west;50;Retired;3;Anziani;3;3;3;3;1;1;0;0;0;1;0;3;1;1;1;1;1;1;0;1;7
1348;F;North-west;20;Employed;1;Giovani;3;4;4;3,67;1;1;1;0;1;1;1;6;1;1;1;0;1;1;2;1;8
1349;F;North-east;50;Employed;1;Giovani;3;3;3;3;0;0;0;0;1;0;0;1;1;1;0;1;1;1;0;1;6
1350;M;North-west;70;Employed;2;Adulti;2;3;3;2,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1351;F;North-west;50;Self-employed;3;Anziani;4;4;3;3,67;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;1;6
1352;M;North-west;50;Employed;2;Adulti;2;3;2;2,33;1;1;1;0;1;0;1;5;1;1;0;0;1;1;0;1;5
1353;F;North-west;20;Employed;2;Adulti;4;3;2;3;0;1;1;0;1;1;0;4;1;1;1;1;1;1;0;1;7
1354;M;South;50;Employed;2;Adulti;4;4;3;3,67;1;1;1;1;0;1;0;5;1;1;0;1;0;0;0;1;4
1355;M;North-west;50;Employed;1;Giovani;3;3;3;3;0;1;1;1;0;0;1;4;1;1;0;0;1;0;0;1;4
1356;M;North-west;50;Employed;2;Adulti;2;4;2;2,67;0;0;0;0;0;0;0;0;1;1;1;1;0;0;2;0;6
1357;M;North-west;50;Employed;1;Giovani;4;4;4;4;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;1;6
1358;F;North-west;50;Employed;1;Giovani;4;3;3;3,33;0;0;0;0;0;1;0;1;1;1;0;0;0;0;2;1;5
1359;F;North-west;70;Retired;3;Anziani;3;4;4;3,67;1;1;0;0;1;1;0;4;1;1;1;1;1;0;0;1;6
1360;F;North-west;50;Employed;3;Anziani;2;5;5;4;1;1;0;0;0;1;1;4;1;1;0;1;1;1;0;1;6
1361;F;North-west;90;Retired;3;Anziani;2;3;2;2,33;1;1;0;0;1;1;0;4;1;1;1;1;1;1;0;1;7
1362;F;North-west;50;Homemaker;2;Adulti;3;3;3;3;1;1;1;0;1;1;0;5;1;1;1;1;1;1;0;1;7
1363;M;North-west;20;Employed;2;Adulti;4;3;3;3,33;1;1;1;0;1;1;1;6;1;1;1;1;0;0;0;1;5
1364;F;North-west;30;Employed;2;Adulti;3;3;4;3,33;1;1;1;1;1;1;1;7;1;1;0;0;0;0;0;1;3
1365;F;North-west;50;Retired;3;Anziani;3;3;4;3,33;1;0;0;0;1;0;0;2;1;1;0;1;0;0;2;1;6
1366;M;North-west;50;Employed;2;Adulti;2;3;4;3;1;1;1;0;0;0;0;3;0;1;0;0;1;0;0;1;3
1367;M;North-west;50;Employed;2;Adulti;2;3;3;2,67;1;0;1;0;0;0;1;3;1;1;1;1;1;0;0;1;6
1368;F;North-east;70;Retired;3;Anziani;3;3;3;3;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;4
1369;F;North-west;70;Retired;3;Anziani;2;2;2;2;1;1;0;0;1;0;1;4;1;1;1;1;1;0;0;1;6
1370;F;North-west;50;Employed;2;Adulti;3;3;2;2,67;1;1;1;0;1;1;1;6;1;1;0;1;1;0;2;1;7
1371;F;North-west;50;Retired;3;Anziani;5;3;2;3,33;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;7
1372;F;North-west;50;Retired;3;Anziani;3;2;4;3;1;1;1;1;1;0;1;6;1;1;1;0;0;0;0;1;4
1373;F;North-west;70;Homemaker;2;Adulti;2;3;4;3;1;1;1;1;1;1;1;7;1;1;0;1;0;0;0;1;4
1374;F;North-west;70;Retired;3;Anziani;5;4;4;4,33;0;1;0;0;1;0;0;2;1;1;1;1;1;0;0;1;6
1375;F;South;90;Employed;1;Giovani;3;3;3;3;1;1;0;0;0;0;0;2;1;1;0;0;0;0;2;1;5
1376;M;North-west;60;Student;1;Giovani;5;5;2;4;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;2
1377;F;North-west;20;Retired;3;Anziani;3;3;3;3;1;1;0;0;0;1;0;3;1;1;1;1;1;0;0;1;6
1378;M;North-west;50;Employed;2;Adulti;4;3;3;3,33;1;1;1;0;1;1;0;5;1;1;0;0;0;0;0;1;3
1379;M;North-west;60;Self-employed;3;Anziani;4;4;4;4;0;1;0;0;1;1;0;3;1;1;1;1;0;1;0;1;6
1380;M;North-west;30;Employed;2;Adulti;4;4;3;3,67;1;1;1;0;0;0;1;4;1;1;1;1;1;1;2;1;9
1381;M;North-west;50;Employed;2;Adulti;3;3;3;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;4
1382;F;North-west;90;Retired;3;Anziani;2;3;3;2,67;1;1;0;0;1;1;0;4;1;1;1;1;1;1;0;0;6
1383;M;North-west;90;Retired;3;Anziani;3;3;3;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;3
1384;M;North-west;30;Employed;2;Adulti;3;3;1;2,33;1;1;1;0;0;1;0;4;1;1;1;1;1;1;0;1;7
1385;F;North-west;30;Retired;3;Anziani;4;3;3;3,33;0;1;0;0;1;1;0;3;1;1;0;1;1;1;0;1;6
1386;F;North-west;50;Employed;2;Adulti;3;2;2;2,33;1;1;1;0;0;1;1;5;1;1;1;1;0;1;0;1;6
1387;M;North-west;50;Retired;3;Anziani;3;3;3;3;1;0;1;1;1;0;0;4;1;1;1;0;1;0;0;1;5
1388;M;North-west;40;Employed;2;Adulti;3;2;4;3;0;1;1;0;0;1;1;4;1;1;1;1;1;1;0;1;7
1389;M;North-west;60;Retired;3;Anziani;4;3;3;3,33;1;0;0;0;1;1;1;4;1;1;1;1;1;1;0;1;7
1390;F;North-west;30;Self-employed;1;Giovani;4;4;3;3,67;0;1;0;0;1;1;0;3;1;1;0;1;0;1;2;1;7
1391;M;Islands;70;Retired;3;Anziani;3;4;4;3,67;1;1;1;0;1;1;1;6;1;1;1;1;1;0;1;1;7
1392;M;North-west;50;Employed;1;Giovani;3;3;3;3;1;1;1;0;1;1;0;5;0;1;0;0;0;0;0;1;2
1393;M;North-east;40;Employed;2;Adulti;3;3;2;2,67;1;1;1;0;1;1;0;5;1;1;0;0;0;1;0;1;4
1394;M;North-west;20;Employed;1;Giovani;2;3;3;2,67;1;1;1;1;1;1;0;6;1;1;0;0;0;0;2;1;5
1395;F;South;40;Employed;2;Adulti;4;4;4;4;1;1;1;1;1;1;1;7;1;1;0;1;0;0;0;1;4
1396;M;North-west;50;Employed;2;Adulti;3;2;3;2,67;1;0;1;1;0;0;0;3;1;1;1;1;0;1;2;1;8
1397;F;North-west;60;Employed;2;Adulti;3;3;4;3,33;1;1;1;0;1;1;0;5;1;1;0;0;0;0;0;1;3
1398;F;North-west;50;Retired;3;Anziani;3;3;4;3,33;0;1;0;0;1;1;0;3;1;1;0;1;1;0;0;1;5
1399;M;North-west;70;Retired;3;Anziani;4;4;3;3,67;0;1;0;0;1;1;0;3;1;1;1;1;1;0;0;1;6
1400;F;North-west;70;Retired;3;Anziani;3;3;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2
1401;M;North-west;70;Retired;3;Anziani;4;3;2;3;0;1;0;0;1;1;0;3;1;1;1;1;1;0;0;1;6
1402;F;North-west;50;Employed;2;Adulti;4;4;4;4;1;1;0;0;1;0;1;4;1;1;0;1;1;0;0;1;5
1403;F;North-west;50;Retired;3;Anziani;4;3;3;3,33;0;1;0;0;1;1;0;3;1;1;1;1;1;1;0;1;7
1404;M;Islands;40;Retired;3;Anziani;4;2;4;3,33;0;1;1;1;1;1;0;5;1;1;0;0;0;1;0;1;4
1405;F;North-west;50;Employed;2;Adulti;4;4;5;4,33;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;3
1406;F;North-west;70;Homemaker;3;Anziani;2;2;3;2,33;0;1;0;0;0;1;1;3;0;0;0;0;0;0;0;1;1
1407;F;North-west;60;Homemaker;3;Anziani;3;2;3;2,67;1;0;0;0;1;1;0;3;1;1;1;1;0;0;0;1;5
1408;M;North-west;50;Retired;3;Anziani;4;3;3;3,33;1;1;1;1;0;1;0;5;1;1;0;1;1;0;0;1;5
1409;F;North-east;50;Student;1;Giovani;3;2;2;2,33;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;4
1410;M;North-west;50;Student;1;Giovani;3;4;3;3,33;1;1;0;0;0;0;0;2;0;0;1;0;0;0;0;1;2
1411;M;North-west;70;Retired;3;Anziani;3;3;3;3;1;1;0;0;1;1;1;5;0;0;0;0;0;0;0;1;1
1412;F;North-west;10;Employed;2;Adulti;1;4;4;3;0;0;0;0;1;1;0;2;1;1;0;0;1;1;0;0;4
1413;F;North-west;50;Employed;1;Giovani;2;3;4;3;1;1;1;0;1;1;0;5;1;1;1;1;1;0;1;1;7
1414;M;North-west;60;Self-employed;2;Adulti;3;3;4;3,33;1;1;1;0;1;1;0;5;1;1;1;0;1;0;0;1;5
1415;F;North-west;50;Employed;2;Adulti;3;3;3;3;1;0;1;0;1;1;0;4;1;1;0;1;1;0;0;1;5
1416;F;South;40;Employed;2;Adulti;5;4;4;4,33;1;1;1;0;1;1;0;5;1;1;0;1;0;0;0;1;4
1417;M;North-west;50;Employed;2;Adulti;3;3;3;3;0;1;1;0;0;1;0;3;1;1;1;1;0;0;2;1;7
1418;F;North-west;30;Employed;2;Adulti;4;4;3;3,67;1;1;1;0;0;1;0;4;1;0;0;1;0;0;0;1;3
1419;F;North-west;50;Employed;1;Giovani;3;4;4;3,67;0;1;0;0;1;0;1;3;1;0;0;1;1;1;0;1;5
1420;F;Centre;50;Retired;3;Anziani;3;3;3;3;1;0;0;0;1;1;0;3;0;0;0;0;0;0;0;1;1
1421;M;North-west;40;Self-employed;3;Anziani;5;5;5;5;1;1;1;1;1;1;1;7;1;1;1;1;1;1;0;1;7
1422;M;North-west;50;Retired;3;Anziani;3;3;3;3;1;1;1;1;0;1;0;5;1;1;0;1;0;0;0;1;4
1423;M;North-west;50;Employed;1;Giovani;3;4;3;3,33;1;1;1;1;1;1;1;7;1;1;0;0;0;0;0;1;3
1424;F;North-west;40;Employed;2;Adulti;3;4;4;3,67;1;1;1;0;0;1;0;4;1;1;1;1;1;0;0;1;6
1425;M;North-west;30;Employed;2;Adulti;4;4;3;3,67;1;1;1;1;0;1;0;5;1;1;0;1;0;0;0;1;4
1426;F;North-west;50;Employed;1;Giovani;3;2;2;2,33;0;1;1;0;1;0;1;4;1;1;0;0;0;1;0;1;4
1427;M;North-west;40;Self-employed;2;Adulti;5;4;3;4;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;3
1428;F;North-west;50;Employed;2;Adulti;2;5;5;4;1;1;0;0;0;0;0;2;1;1;0;1;1;1;0;1;6
1429;F;North-west;70;Student;1;Giovani;5;3;3;3,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1430;F;South;50;Employed;2;Adulti;5;3;5;4,33;0;1;0;0;1;1;1;4;1;0;1;1;1;0;2;1;7
1431;F;North-west;50;Retired;3;Anziani;3;3;3;3;0;1;0;0;0;1;1;3;1;1;1;1;0;0;0;1;5
1432;M;North-west;60;Retired;3;Anziani;4;2;2;2,67;0;1;0;0;1;0;0;2;1;1;1;0;1;1;0;1;6
1433;F;North-west;70;Homemaker;3;Anziani;5;4;5;4,67;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;3
1434;M;North-west;50;Student;1;Giovani;2;2;2;2;0;1;1;0;0;1;0;3;0;1;1;0;0;0;1;1;4
1435;M;North-west;50;Employed;3;Anziani;5;3;4;4;1;1;1;0;1;1;1;6;1;1;0;0;0;0;0;0;2
1436;M;South;50;Retired;3;Anziani;3;3;5;3,67;0;1;0;0;1;1;0;3;0;0;0;1;0;0;0;1;2
1437;M;South;40;Student;1;Giovani;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1438;F;North-west;60;Retired;3;Anziani;3;3;4;3,33;1;1;0;0;0;0;1;3;1;1;0;1;0;1;0;1;5
1439;M;North-west;50;Employed;1;Giovani;2;2;4;2,67;1;0;1;0;0;0;0;2;1;1;1;1;1;0;0;1;6
1440;F;Islands;30;Student;1;Giovani;2;2;2;2;1;1;1;0;0;1;0;4;0;1;1;0;1;1;0;1;5
1441;F;North-west;50;Employed;1;Giovani;3;3;3;3;1;1;1;0;1;1;1;6;1;1;1;1;1;1;0;1;7
1442;F;North-west;20;Employed;1;Giovani;3;4;3;3,33;0;0;1;1;1;0;1;4;1;1;0;0;0;1;0;1;4
1443;F;South;50;Homemaker;3;Anziani;3;5;3;3,67;0;1;1;0;1;1;1;5;1;1;1;1;1;1;0;1;7
1444;F;North-west;50;Homemaker;2;Adulti;3;3;5;3,67;1;1;0;0;1;1;0;4;1;1;1;1;1;0;0;1;6
1445;M;North-east;50;Employed;2;Adulti;3;3;2;2,67;1;1;0;0;1;1;0;4;1;1;1;1;0;0;0;1;5
1446;F;North-west;70;Retired;3;Anziani;2;2;2;2;1;1;0;0;1;1;0;4;1;1;0;1;0;1;0;1;5
1447;F;North-west;20;Employed;1;Giovani;4;3;3;3,33;1;0;0;0;0;1;0;2;1;1;0;1;1;0;2;1;7
1448;M;North-west;60;Employed;1;Giovani;3;2;4;3;0;1;1;1;1;1;0;5;1;1;0;0;1;0;0;1;4
1449;F;North-west;70;Retired;3;Anziani;2;4;1;2,33;1;1;1;0;1;1;0;5;1;1;1;1;1;1;0;1;7
1450;M;North-west;70;Homemaker;3;Anziani;4;5;3;4;1;1;0;0;1;0;0;3;0;0;0;1;0;0;1;1;3
1451;M;North-west;50;Student;1;Giovani;3;3;3;3;1;1;1;1;0;0;0;4;0;0;0;0;0;0;0;1;1
1452;M;Centre;10;Self-employed;2;Adulti;5;5;2;4;1;1;0;0;0;1;1;4;1;1;0;1;1;1;2;1;8
1453;F;Centre;40;Unemployed;1;Giovani;1;3;3;2,33;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;4
1454;F;North-west;20;Self-employed;1;Giovani;3;4;4;3,67;1;1;1;0;1;1;1;6;1;1;1;1;1;1;0;1;7
1455;F;North-east;40;Employed;2;Adulti;2;3;3;2,67;0;1;1;1;1;0;1;5;0;1;0;0;0;0;0;1;2
1456;F;South;50;Employed;2;Adulti;3;3;3;3;1;1;1;0;0;1;1;5;1;1;0;0;1;1;0;1;5
1457;M;North-east;50;Retired;3;Anziani;3;2;3;2,67;1;1;1;1;1;1;1;7;1;1;1;1;1;0;1;0;6
1458;M;North-west;30;Retired;3;Anziani;4;4;4;4;1;1;0;0;1;1;0;4;1;1;1;1;1;1;0;1;7
1459;F;Centre;50;Employed;2;Adulti;4;3;2;3;1;1;1;0;0;1;1;5;1;1;1;1;1;1;0;1;7
1460;F;North-west;60;Retired;3;Anziani;2;2;2;2;1;1;1;1;0;0;0;4;1;1;1;1;1;0;2;1;8
1461;F;North-west;50;Employed;3;Anziani;3;3;3;3;0;1;1;1;1;0;0;4;0;1;0;0;0;0;0;1;2
1462;M;North-west;50;Retired;3;Anziani;2;3;3;2,67;0;1;0;0;1;1;1;4;1;1;0;1;0;0;0;1;4
1463;F;North-west;50;Employed;1;Giovani;3;3;3;3;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;3
1464;M;North-west;50;Employed;3;Anziani;3;3;3;3;0;1;1;0;0;0;1;3;1;1;0;1;1;0;0;1;5
1465;F;North-west;70;Retired;3;Anziani;3;5;5;4,33;1;1;0;0;1;1;0;4;1;0;1;1;1;0;0;1;5
1466;F;North-west;50;Employed;1;Giovani;3;3;3;3;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
1467;M;North-west;70;Refused;3;Anziani;4;3;3;3,33;1;1;0;0;1;1;0;4;1;1;1;1;1;1;0;0;6
1468;M;North-west;70;Retired;3;Anziani;5;5;4;4,67;0;0;0;0;1;1;1;3;1;1;1;1;1;0;0;1;6
1469;F;Centre;40;Retired;3;Anziani;4;3;3;3,33;0;1;1;1;1;1;0;5;1;0;1;1;1;0;0;1;5
1470;M;North-west;60;Retired;3;Anziani;5;2;5;4;0;1;0;0;0;1;0;2;1;1;0;1;0;0;1;1;5
1471;M;Centre;60;Employed;2;Adulti;3;3;3;3;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;4
1472;F;North-east;40;Employed;1;Giovani;2;3;3;2,67;1;1;1;1;0;1;1;6;1;1;1;1;1;1;2;1;9
1473;M;North-west;50;Employed;2;Adulti;3;4;4;3,67;1;1;1;0;0;0;0;3;1;1;0;0;1;0;0;1;4
1474;M;North-west;70;Employed;2;Adulti;5;4;3;4;0;1;1;0;1;1;0;4;1;1;1;1;1;0;0;1;6
1475;F;North-east;50;Employed;2;Adulti;5;3;4;4;1;1;1;0;0;0;0;3;1;1;1;1;1;1;2;1;9
1476;M;North-west;20;Employed;2;Adulti;2;3;3;2,67;1;1;1;1;1;1;1;7;1;1;0;0;0;1;2;1;6
1477;F;North-west;50;Employed;1;Giovani;3;4;3;3,33;0;1;1;1;0;1;1;5;1;1;0;0;0;0;0;1;3
1478;M;North-west;50;Retired;3;Anziani;4;3;3;3,33;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;1;5
1479;M;North-west;50;Employed;2;Adulti;4;3;2;3;1;1;0;0;0;0;0;2;1;1;1;0;0;1;2;1;7
1480;F;North-west;60;Employed;1;Giovani;2;3;3;2,67;1;1;1;0;1;1;1;6;1;0;0;1;1;0;0;1;4
1481;F;Centre;70;Employed;1;Giovani;3;3;3;3;0;1;1;0;1;1;1;5;1;0;0;1;0;0;0;1;3
1482;F;North-west;50;Homemaker;3;Anziani;3;3;2;2,67;1;1;1;0;0;0;1;4;1;1;0;1;1;0;0;1;5
1483;F;North-west;50;Homemaker;1;Giovani;5;5;5;5;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;5
1484;F;North-west;50;Retired;3;Anziani;4;3;4;3,67;0;1;1;1;0;1;1;5;1;1;0;1;0;0;0;1;4
1485;M;North-west;70;Retired;3;Anziani;3;4;4;3,67;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;4
1486;F;North-west;30;Self-employed;2;Adulti;3;4;4;3,67;1;1;0;0;0;1;0;3;1;1;0;1;1;1;0;1;6
1487;M;South;50;Retired;3;Anziani;3;3;4;3,33;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
1488;M;North-west;10;Self-employed;2;Adulti;4;4;3;3,67;1;1;1;1;1;1;1;7;1;1;1;1;1;1;0;1;7
1489;F;North-west;30;Retired;3;Anziani;3;4;3;3,33;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;5
1490;M;North-west;50;Employed;2;Adulti;3;3;3;3;0;1;1;1;1;1;0;5;1;1;1;1;1;0;2;1;8
1491;M;North-west;50;Retired;3;Anziani;3;3;3;3;1;1;1;1;0;1;0;5;1;1;0;1;1;0;0;1;5
1492;F;North-west;50;Employed;1;Giovani;4;2;4;3,33;1;1;0;0;1;1;0;4;1;1;0;1;0;1;0;1;5
1493;F;North-west;20;Employed;2;Adulti;2;2;4;2,67;0;1;1;1;1;1;1;6;1;1;0;0;0;0;0;1;3
1494;M;North-west;30;Employed;1;Giovani;3;3;3;3;0;1;0;0;1;0;0;2;1;1;0;1;1;0;0;1;5
1495;M;North-west;50;Retired;3;Anziani;3;3;2;2,67;1;1;0;0;1;0;0;3;0;0;0;0;1;1;0;1;3
1496;F;North-west;80;Retired;3;Anziani;1;5;5;3,67;1;1;0;0;1;1;0;4;1;1;0;0;0;0;0;0;2
1497;F;North-west;20;Employed;2;Adulti;4;5;3;4;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;1;6
1498;M;North-west;50;Employed;1;Giovani;3;3;4;3,33;1;1;1;0;1;1;1;6;1;1;1;1;1;1;0;1;7
1499;M;North-west;30;Employed;1;Giovani;5;5;4;4,67;0;1;1;0;0;0;0;2;1;0;1;0;1;0;0;1;4
1500;M;South;50;Employed;1;Giovani;3;2;3;2,67;1;1;1;1;1;0;1;6;1;1;0;0;0;0;0;1;3
1501;F;South;50;Retired;3;Anziani;3;3;3;3;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;1
1502;F;North-west;40;Homemaker;2;Adulti;3;4;4;3,67;1;1;0;0;1;1;1;5;1;1;0;1;1;0;0;1;5
1503;M;North-west;50;Student;3;Anziani;3;2;3;2,67;0;1;1;0;1;0;1;4;1;1;1;0;0;0;0;1;4
1504;F;North-west;60;Retired;3;Anziani;3;3;3;3;0;1;1;0;1;1;1;5;1;1;0;0;0;0;0;1;3
1505;M;North-west;50;Retired;3;Anziani;2;3;3;2,67;0;1;0;0;1;0;0;2;1;1;1;1;1;0;0;1;6
1506;M;North-west;50;Self-employed;3;Anziani;1;4;4;3;1;1;0;0;1;1;1;5;1;1;1;1;1;1;2;1;9
1507;M;Centre;60;Retired;3;Anziani;2;2;3;2,33;0;1;1;0;1;0;1;4;1;1;1;1;0;0;0;1;5
1508;M;North-west;50;Employed;2;Adulti;4;3;3;3,33;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;8
1509;M;Centre;50;Employed;2;Adulti;4;3;4;3,67;0;1;1;1;0;1;0;4;1;1;0;0;0;0;0;1;3
1510;M;South;50;Self-employed;3;Anziani;3;3;4;3,33;1;1;1;0;1;1;1;6;1;1;0;1;0;0;0;1;4
1511;F;North-west;20;Retired;3;Anziani;1;1;1;1;0;1;1;1;1;1;0;5;1;1;0;0;0;1;0;1;4
1512;F;North-west;70;Retired;3;Anziani;3;3;2;2,67;1;1;0;0;1;1;1;5;1;1;0;1;1;1;0;1;6
1513;F;North-west;40;Employed;1;Giovani;3;2;2;2,33;0;1;1;1;0;1;1;5;1;1;0;0;0;1;2;1;6
1514;F;North-west;50;Homemaker;3;Anziani;3;3;4;3,33;1;1;1;1;0;0;1;5;0;1;1;1;0;0;2;1;6
1515;F;North-west;50;Retired;3;Anziani;3;3;4;3,33;0;1;1;1;1;1;1;6;1;1;1;1;1;0;0;1;6
1516;F;North-west;30;Employed;2;Adulti;3;4;4;3,67;0;1;0;0;1;1;1;4;1;1;0;1;1;0;0;1;5
1517;F;North-west;70;Homemaker;3;Anziani;5;2;2;3;0;1;1;0;1;0;0;3;1;0;1;0;0;0;0;0;2
1518;F;Centre;50;Employed;2;Adulti;4;4;4;4;1;1;1;0;1;1;0;5;1;1;0;1;0;0;1;1;5
1519;M;South;90;Retired;3;Anziani;5;3;3;3,67;1;1;0;0;0;1;1;4;1;1;0;1;0;0;0;1;4
1520;M;North-west;30;Employed;2;Adulti;5;5;4;4,67;0;1;1;0;1;1;1;5;0;1;1;1;1;0;0;1;5
1521;M;North-west;50;Employed;2;Adulti;2;3;3;2,67;1;1;1;1;1;1;1;7;1;1;1;0;1;1;0;1;6
1522;F;Islands;30;Homemaker;1;Giovani;2;3;4;3;0;1;1;1;1;0;1;5;1;1;1;1;0;0;0;1;5
1523;F;South;50;Homemaker;3;Anziani;3;3;3;3;1;1;1;1;1;1;0;6;0;1;0;0;0;0;0;1;2
1524;F;Islands;50;Employed;3;Anziani;2;2;2;2;1;1;1;1;1;0;1;6;1;1;0;1;0;0;2;1;6
1525;F;North-west;30;Employed;2;Adulti;4;2;3;3;0;0;0;0;1;1;0;2;1;0;1;1;0;0;0;1;4
1526;M;South;20;Retired;3;Anziani;3;3;3;3;1;1;1;0;1;1;0;5;1;0;1;0;0;0;0;1;3
1527;F;North-west;50;Employed;3;Anziani;5;2;3;3,33;0;1;0;0;1;1;0;3;1;1;0;1;1;1;0;1;6
1528;M;North-west;50;Student;1;Giovani;2;2;3;2,33;0;1;1;1;1;0;0;4;0;0;1;0;0;0;0;1;2
1529;F;North-west;20;Employed;2;Adulti;2;4;2;2,67;0;1;1;0;1;1;0;4;1;1;1;1;0;1;2;1;8
1530;F;Islands;50;Student;1;Giovani;2;4;2;2,67;1;1;0;0;1;1;0;4;1;1;0;0;1;1;0;1;5
